id,t_start,t_end,mode,algo,msgsize,itertot,comment
61,294.76182991745407,294.76234191754213,idle,ALG,0B,0k,none
62,295.6660220730316,295.6666364731373,idle,ALG,0B,0k,none
63,296.7624190616804,296.7716350632661,idle,ALG,0B,0k,none
64,298.4618497540887,298.462566554212,idle,ALG,0B,0k,none
65,298.77150740736914,318.645814826992,benchmark,RMID,16384,1777891,19.874s
66,320.6455847710773,320.6489639716588,idle,ALG,0B,0k,none
67,322.6489387157794,322.6495531158851,idle,ALG,0B,0k,none
68,324.6495278600057,324.65905106164433,idle,ALG,0B,0k,none
69,326.6589234057473,346.7552340635686,benchmark,RMID,32768,924946,20.096s
70,348.75500400765395,348.75858800827064,idle,ALG,0B,0k,none
71,350.75856275239124,350.759177152497,idle,ALG,0B,0k,none
72,352.7591518966176,352.76887989829146,idle,ALG,0B,0k,none
73,354.7689570424297,374.8602500993876,benchmark,RMID,65536,470293,20.091s
74,376.86002004347296,376.8632968440368,idle,ALG,0B,0k,none
75,378.86327158815743,378.8638859882631,idle,ALG,0B,0k,none
76,380.8638607323838,380.8744079341985,idle,ALG,0B,0k,none
77,382.8743826783192,403.0225077450557,benchmark,RMID,131072,234916,20.148s
78,405.0222776891411,405.02565688972254,idle,ALG,0B,0k,none
79,407.0256316338432,407.0262460339489,idle,ALG,0B,0k,none
80,409.0262207780695,409.0378943800781,idle,ALG,0B,0k,none
81,411.0378691241987,430.9927653576879,benchmark,RMID,262144,117656,19.955s
82,432.9925353017733,432.9959145023547,idle,ALG,0B,0k,none
83,434.9958892464753,434.9964012465634,idle,ALG,0B,0k,none
84,436.996375990684,437.0107119931507,idle,ALG,0B,0k,none
85,439.01058433725376,459.0250773809972,benchmark,RMID,524288,58793,20.014s
86,461.0249497251002,461.02812412564646,idle,ALG,0B,0k,none
87,463.0280988697671,463.0287132698728,idle,ALG,0B,0k,none
88,465.0286880139934,465.0478368172882,idle,ALG,0B,0k,none
89,467.0477091613912,487.04264380176943,benchmark,RMID,1048576,29355,19.995s
90,489.04251614587247,489.0458953464539,idle,ALG,0B,0k,none
91,491.0458700905745,491.04648449068026,idle,ALG,0B,0k,none
92,493.04645923480086,493.0754384397871,idle,ALG,0B,0k,none
93,495.0753107838901,515.0672758237573,benchmark,RMID,2097152,14577,19.992s
94,517.0671481678604,517.0705273684418,idle,ALG,0B,0k,none
95,519.0703997125448,519.0741885131968,idle,ALG,0B,0k,none
