ALGONAME,ALGOSIZE,VECLENBYTES,ITERATIONSTOTAL,AVGTIMEPERITERATIONNSEC,THROUGHPUT_Gbitpersec,RUNTIME_SEC,ITERATIONS_10SEC,ITERATIONS_20SEC,TIMEsec_10kITER,MINITERNEEDED_10sOR10k,MINITERNEEDED_20sOR10k,STARTTEMP,ENDTEMP,TEMPCHANGE,INPUTDATATYPE,DATE,TIME,FILENAME,NOTE
SHA256ID,64,32,4397827,4405.13,0.05811406246807699,19.373,2270080,4540161,0.04,2270080,4540161,57.3,57.9,0.6000000000000014,random,2026-02-12,17:48:43,SHA256ID-64/SHA256ID-64-32-4397827-random-20260212_174836.log,
SHA256ID,64,64,4531591,4462.72,0.1147282374874516,20.223,2240785,4481571,0.04,2240785,4481571,56.8,57.9,1.1000000000000014,random,2026-02-12,17:49:10,SHA256ID-64/SHA256ID-64-64-4531591-random-20260212_174836.log,
SHA256ID,64,128,4076923,4506.8,0.22721221265643027,18.374,2218869,4437738,0.05,2218869,4437738,56.8,56.2,-0.5999999999999943,random,2026-02-12,17:49:38,SHA256ID-64/SHA256ID-64-128-4076923-random-20260212_174836.log,
SHA256ID,64,256,4129833,4500.81,0.4550292058540573,18.588,2221822,4443644,0.05,2221822,4443644,57.3,57.9,0.6000000000000014,random,2026-02-12,17:50:05,SHA256ID-64/SHA256ID-64-256-4129833-random-20260212_174836.log,
SHA256ID,64,512,4184363,4737.31,0.8646257053053313,19.823,2110902,4221805,0.05,2110902,4221805,56.8,57.3,0.5,random,2026-02-12,17:50:31,SHA256ID-64/SHA256ID-64-512-4184363-random-20260212_174836.log,
SHA256ID,64,1024,3982857,5151.13,1.59033066531033,20.516,1941321,3882643,0.05,1941321,3882643,56.8,57.9,1.1000000000000014,random,2026-02-12,17:50:59,SHA256ID-64/SHA256ID-64-1024-3982857-random-20260212_174836.log,
SHA256ID,64,2048,3292284,5644.07,2.902869737618421,18.582,1771771,3543542,0.06,1771771,3543542,57.3,57.9,0.6000000000000014,random,2026-02-12,17:51:28,SHA256ID-64/SHA256ID-64-2048-3292284-random-20260212_174836.log,
SHA256ID,64,4096,2697639,7030.28,4.66098078597154,18.965,1422418,2844836,0.07,1422418,2844836,57.3,58.4,1.1000000000000014,random,2026-02-12,17:51:54,SHA256ID-64/SHA256ID-64-4096-2697639-random-20260212_174836.log,
SHA256ID,64,8192,2007197,9754.26,6.71870546817493,19.579,1025193,2050386,0.10,1025193,2050386,57.3,57.9,0.6000000000000014,random,2026-02-12,17:52:21,SHA256ID-64/SHA256ID-64-8192-2007197-random-20260212_174836.log,
SHA256ID,64,16384,1302219,15114.19,8.672115409426505,19.682,661629,1323259,0.15,661629,1323259,57.3,58.4,1.1000000000000014,random,2026-02-12,17:52:49,SHA256ID-64/SHA256ID-64-16384-1302219-random-20260212_174836.log,
SHA256ID,64,32768,768788,26011.68,10.077934220319486,19.997,384442,768885,0.26,384442,768885,57.3,57.3,0.0,random,2026-02-12,17:53:17,SHA256ID-64/SHA256ID-64-32768-768788-random-20260212_174836.log,
SHA256ID,64,65536,422042,47158.3,11.117618743678207,19.903,212051,424103,0.47,212051,424103,56.2,57.9,1.6999999999999957,random,2026-02-12,17:53:45,SHA256ID-64/SHA256ID-64-65536-422042-random-20260212_174836.log,
SHA256ID,64,131072,222062,89852.67,11.669948149565284,19.953,111293,222586,0.90,111293,222586,56.8,58.4,1.6000000000000014,random,2026-02-12,17:54:13,SHA256ID-64/SHA256ID-64-131072-222062-random-20260212_174836.log,
SHA256ID,64,262144,113920,175245.47,11.966939858702197,19.964,57062,114125,1.75,57062,114125,58.4,58.4,0.0,random,2026-02-12,17:54:40,SHA256ID-64/SHA256ID-64-262144-113920-random-20260212_174836.log,
SHA256ID,64,524288,57726,346505.11,12.104594936565295,20.002,28859,57719,3.47,28859,57719,57.3,57.9,0.6000000000000014,random,2026-02-12,17:55:08,SHA256ID-64/SHA256ID-64-524288-57726-random-20260212_174836.log,
SHA256ID,64,1048576,29063,688126.13,12.190509318400682,19.999,14532,29064,6.88,14532,29064,57.3,58.4,1.1000000000000014,random,2026-02-12,17:55:36,SHA256ID-64/SHA256ID-64-1048576-29063-random-20260212_174836.log,
SHA256ID,64,2097152,14577,1372845.04,12.220764551839004,20.012,7284,14568,13.73,10000,14568,57.9,58.4,0.5,random,2026-02-12,17:56:05,SHA256ID-64/SHA256ID-64-2097152-14577-random-20260212_174836.log,
