,id,t_start,t_end,mode,algo,msgsize,itertot,comment,msg_bytes,iterations,benchmark_power_W,baseline_power_W,energy_J,energy_raw_including_baseline_power_J,ALGONAME,ALGOSIZE,VECLENBYTES,ITERATIONSTOTAL,AVGTIMEPERITERATIONNSEC,THROUGHPUT_Gbitpersec,RUNTIME_SEC,ITERATIONS_10SEC,ITERATIONS_20SEC,TIMEsec_10kITER,MINITERNEEDED_10sOR10k,MINITERNEEDED_20sOR10k,STARTTEMP,ENDTEMP,TEMPCHANGE,INPUTDATATYPE,DATE,TIME,FILENAME,NOTE,segment_time_s,latency_per_iter_s_emeter,latency_per_iter_s,hashsize_bits,energy_per_iter_J,E_per_iter_w_baseline_J,hash_bits,info_bits,energy_per_info_bit_J,E_per_info_bit_w_baseline_J,tempdelta_C,label
74,32,205.87544202571547,225.62420719662177,benchmark,RMID,2048,4713290,19.749s,2048,4713290,3.677244219167892,2.6548204514340115,20.191686097517355,72.62110217174121,RMID,16,2048.0,4713290.0,4189.81,3.9104398528811566,19.748,2386743.0,4773486.0,0.04,2386743.0,4773486.0,56.8,57.3,0.5,random,2026-02-12,16:36:04,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-16/RMID-16-2048-4713290-random-20260212_163313.log,,19.748765170906296,4.190016988325839e-06,4.189810000000001e-06,16,4.283989760340941e-06,1.5407730517693842e-05,16,16384,2.614739843958094e-10,9.40413239605337e-10,0.5,RMID-16-2048B
75,36,233.63618944532183,253.47660263279965,benchmark,RMID,4096,2540492,19.840s,4096,2540492,3.71672744606303,2.6535572032380115,21.093834312782672,73.7415027892277,RMID,16,4096.0,2540492.0,7809.58,4.195872249211865,19.840,1280478.0,2560957.0,0.08,1280478.0,2560957.0,56.2,57.3,1.0999999999999943,random,2026-02-12,16:36:31,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-16/RMID-16-4096-2540492-random-20260212_163313.log,,19.84041318747782,7.809673554365776e-06,7.80958e-06,16,8.30305087076939e-06,2.9026465263117417e-05,16,32768,2.5338900362455416e-10,8.858174213597845e-10,1.0999999999999943,RMID-16-4096B
76,41,261.4896088816849,281.50010849991713,benchmark,RMID,8192,1315644,20.010s,8192,1315644,3.750776955723743,2.6550721434999516,21.92567840133324,75.05499668941614,RMID,16,8192.0,1315644.0,15209.43,4.308905724935123,20.010,657486.0,1314973.0,0.15,657486.0,1314973.0,56.2,57.3,1.0999999999999943,random,2026-02-12,16:36:59,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-16/RMID-16-8192-1315644-random-20260212_163313.log,,20.010499618232245,1.5209661290008729e-05,1.520943e-05,16,1.6665358107005574e-05,5.704810472241438e-05,16,65536,2.5429318400582235e-10,8.704849963747312e-10,1.0999999999999943,RMID-16-8192B
77,45,289.5130123487839,309.5739951761444,benchmark,RMID,16384,662518,20.061s,16384,662518,3.721593714674835,2.6532117103250656,21.43288348298984,74.65891573604821,RMID,16,16384.0,662518.0,30279.59,4.328724398183727,20.061,330255.0,660510.0,0.30,330255.0,660510.0,57.3,57.3,0.0,random,2026-02-12,16:37:27,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-16/RMID-16-16384-662518-random-20260212_163313.log,,20.060982827360533,3.0279906096680443e-05,3.027959e-05,16,3.235064327760127e-05,0.00011268964124151829,16,131072,2.468158209045507e-10,8.597537326165641e-10,0.0,RMID-16-16384B
78,49,317.58730862508514,337.48035542208,benchmark,RMID,32768,332716,19.893s,32768,332716,3.7278092689478846,2.658253953618647,21.276801590117483,74.15756596237472,RMID,16,32768.0,332716.0,59789.08,4.384479573861983,19.893,167254.0,334509.0,0.60,167254.0,334509.0,57.3,57.3,0.0,random,2026-02-12,16:37:55,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-16/RMID-16-32768-332716-random-20260212_163313.log,,19.893046796994838,5.978987123250712e-05,5.978908e-05,16,6.394883801836246e-05,0.00022288548179941667,16,262144,2.439454575285433e-10,8.502406379677455e-10,0.0,RMID-16-32768B
79,53,345.4938736710578,365.4833812854944,benchmark,RMID,65536,167325,19.990s,65536,167325,3.72739552660666,2.6620819296035334,21.295180490231655,74.50888749229543,RMID,16,65536.0,167325.0,119463.49,4.388688125551999,19.989,83707.0,167415.0,1.19,83707.0,167415.0,56.8,58.4,1.6000000000000014,random,2026-02-12,16:38:23,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-16/RMID-16-65536-167325-random-20260212_163313.log,,19.989507614436548,0.00011946515831128969,0.00011946349000000001,16,0.00012726837286855912,0.0004452944120262688,16,524288,2.427451569911177e-10,8.493316879773498e-10,1.6000000000000014,RMID-16-65536B
80,57,373.4974115345648,393.5123143535932,benchmark,RMID,131072,83032,20.015s,131072,83032,3.733167533069153,2.6621890842694524,21.435626995091496,74.71907507599632,RMID,16,131072.0,83032.0,241046.75,4.350093913317645,20.015,41485.0,82971.0,2.41,41485.0,82971.0,56.8,57.3,0.5,random,2026-02-12,16:38:51,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-16/RMID-16-131072-83032-random-20260212_163313.log,,20.014902819028407,0.00024105047233630899,0.00024104675,16,0.0002581610342409131,0.000899882877396622,16,1048576,2.462015478524333e-10,8.581951879469128e-10,0.5,RMID-16-131072B
81,60,401.5277782029228,421.4188793995658,benchmark,RMID,262144,41675,19.891s,262144,41675,3.738886489692761,2.6598959754865072,21.462404940425273,74.37065852288544,RMID,16,262144.0,41675.0,477284.82,4.393921432489724,19.891,20951.0,41903.0,4.77,20951.0,41903.0,57.3,58.4,1.1000000000000014,random,2026-02-12,16:39:19,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-16/RMID-16-262144-41675-random-20260212_163313.log,,19.891101196643035,0.00047729097052532775,0.00047728482,16,0.0005149947196262813,0.0017845388967698964,16,2097152,2.455686185962111e-10,8.509344562386972e-10,1.1000000000000014,RMID-16-262144B
82,63,429.4369032493584,449.8366253379685,benchmark,RMID,524288,20958,20.400s,524288,20958,3.7536371848364265,2.6611151474878576,22.287232064632438,76.57323522590104,RMID,16,524288.0,20958.0,973350.07,4.309142341768157,20.399,10273.0,20547.0,9.73,10273.0,20547.0,57.3,57.3,0.0,random,2026-02-12,16:39:47,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-16/RMID-16-524288-20958-random-20260212_163313.log,,20.399722088610076,0.0009733620616762132,0.0009733500699999999,16,0.0010634236122069108,0.0036536518382432027,16,4194304,2.535399466054227e-10,8.710984798057562e-10,0.0,RMID-16-524288B
83,67,457.8602811887794,477.5954271572231,benchmark,RMID,1048576,10287,19.735s,1048576,10287,3.7645144686229295,2.66261400960255,21.746275303096738,74.29334537599698,RMID,16,1048576.0,10287.0,1918423.28,4.372657529468679,19.735,5212.0,10425.0,19.18,10000.0,10425.0,57.9,57.9,0.0,random,2026-02-12,16:40:16,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-16/RMID-16-1048576-10287-random-20260212_163313.log,,19.735145968443703,0.0019184549400645186,0.00191842328,16,0.0021139569654026187,0.007222061376105471,16,8388608,2.5200330798657163e-10,8.609368057376707e-10,0.0,RMID-16-1048576B
84,71,485.6297326099596,523.9941043468782,benchmark,RMID,2097152,10000,38.364s,2097152,10000,3.789016141074823,2.664822603498631,43.12907498729367,145.3633135306416,RMID,16,2097152.0,10000.0,3836430.58,4.373131651974268,38.364,2606.0,5213.0,38.36,10000.0,10000.0,57.3,58.4,1.1000000000000014,random,2026-02-12,16:40:43,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-16/RMID-16-2097152-10000-random-20260212_163313.log,,38.3643717369186,0.0038364371736918598,0.00383643058,16,0.004312907498729367,0.014536331353064159,16,16777216,2.570693194108824e-10,8.664328666367626e-10,1.1000000000000014,RMID-16-2097152B
85,26,50.41275747414452,69.53729196475952,benchmark,RMID,32,22542577,19.125s,32,22542577,3.664908603173806,2.6658739237444125,19.106120070141404,70.08971787242255,RMID,32,32.0,22542577.0,848.38,0.3017515735873076,19.125,11787170.0,23574341.0,0.01,11787170.0,23574341.0,56.8,57.9,1.1000000000000014,random,2026-02-12,16:43:53,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-32/RMID-32-32-22542577-random-20260212_164346.log,,19.124534490614998,8.483739232925765e-07,8.4838e-07,32,8.475570503825452e-07,3.109214970072967e-06,32,256,3.310769728056817e-09,1.2145370976847527e-08,1.1000000000000014,RMID-32-32B
86,30,77.54988854342683,97.03814789662523,benchmark,RMID,64,22722108,19.488s,64,22722108,3.6670291261170944,2.6613147878556567,19.599667936550212,71.46406074278343,RMID,32,64.0,22722108.0,857.68,0.5969592388769704,19.488,11659360.0,23318720.0,0.01,11659360.0,23318720.0,56.2,57.9,1.6999999999999957,random,2026-02-12,16:44:20,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-32/RMID-32-64-22722108-random-20260212_164346.log,,19.4882593531984,8.576783172229619e-07,8.576799999999999e-07,32,8.625814091082664e-07,3.14513339795689e-06,32,512,1.6847293146645828e-09,6.1428386678845504e-09,1.6999999999999957,RMID-32-64B
87,34,105.05033487522206,124.52415582593616,benchmark,RMID,128,22656214,19.474s,128,22656214,3.6711234325073976,2.6607556961411847,19.675754120989914,71.490834141236,RMID,32,128.0,22656214.0,859.54,1.1913349000628244,19.474,11634129.0,23268259.0,0.01,11634129.0,23268259.0,56.8,57.9,1.1000000000000014,random,2026-02-12,16:44:48,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-32/RMID-32-128-22656214-random-20260212_164346.log,,19.4738209507141,8.595355318728054e-07,8.595399999999999e-07,32,8.684484583783467e-07,3.1554625208446563e-06,32,1024,8.480941976351042e-10,3.0815063680123596e-09,1.1000000000000014,RMID-32-128B
88,38,132.53665000458585,151.93049654153936,benchmark,RMID,256,20862236,19.394s,256,20862236,3.667857273111574,2.6652975376556034,19.443542004930787,71.13391342554361,RMID,32,256.0,20862236.0,929.62,2.203050708891805,19.394,10757083.0,21514167.0,0.01,10757083.0,21514167.0,57.3,58.4,1.1000000000000014,random,2026-02-12,16:45:15,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-32/RMID-32-256-20862236-random-20260212_164346.log,,19.393846536953504,9.296149529203631e-07,9.2962e-07,32,9.319970306601261e-07,3.4096974756465995e-06,32,2048,4.550766751270147e-10,1.6648913455305662e-09,1.1000000000000014,RMID-32-256B
89,42,159.94309312020667,179.4363700742684,benchmark,RMID,512,17727196,19.493s,512,17727196,3.669103954826762,2.665341405335115,19.56667286515677,71.52291105648231,RMID,32,512.0,17727196.0,1099.63,3.724889280939952,19.493,9093967.0,18187935.0,0.01,9093967.0,18187935.0,56.8,57.9,1.1000000000000014,random,2026-02-12,16:45:43,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-32/RMID-32-512-17727196-random-20260212_164346.log,,19.49327695406174,1.0996255106595393e-06,1.09963e-06,32,1.1037658107439422e-06,4.034643214667583e-06,32,4096,2.694740748886578e-10,9.850203160809528e-10,1.1000000000000014,RMID-32-512B
90,46,187.44865945288285,207.3020772689113,benchmark,RMID,1024,13731548,19.853s,1024,13731548,3.6616213533930004,2.666151859587669,19.763387843833687,72.69534165921146,RMID,32,1024.0,13731548.0,1445.83,5.665949662131786,19.853,6916442.0,13832884.0,0.01,6916442.0,13832884.0,57.3,57.3,0.0,random,2026-02-12,16:46:10,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-32/RMID-32-1024-13731548-random-20260212_164346.log,,19.85341781602844,1.4458251768867167e-06,1.44583e-06,32,1.43926874405083e-06,5.294038345801323e-06,32,8192,1.7569198535776734e-10,6.462449152589506e-10,0.0,RMID-32-1024B
91,50,215.31457144756104,234.85013960889955,benchmark,RMID,2048,9267539,19.536s,2048,9267539,3.659827132930183,2.6682907235876514,19.37027151829628,71.49684682321012,RMID,32,2048.0,9267539.0,2107.97,7.772406628177821,19.536,4743900.0,9487801.0,0.02,4743900.0,9487801.0,57.3,57.3,0.0,random,2026-02-12,16:46:38,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-32/RMID-32-2048-9267539-random-20260212_164346.log,,19.535568161338517,2.1079564015148483e-06,2.10797e-06,32,2.0901203133103923e-06,7.71476082519967e-06,32,16384,1.2757081990419875e-10,4.708716323974408e-10,0.0,RMID-32-2048B
92,55,242.8627361875668,262.5924547823113,benchmark,RMID,4096,5728197,19.730s,4096,5728197,3.656029017526406,2.668335236243003,19.4869613790407,72.13246470655616,RMID,32,4096.0,5728197.0,3444.34,9.513578798840996,19.730,2903313.0,5806627.0,0.03,2903313.0,5806627.0,57.3,57.3,0.0,random,2026-02-12,16:47:06,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-32/RMID-32-4096-5728197-random-20260212_164346.log,,19.72971859474447,3.4443156537291697e-06,3.44434e-06,32,3.4019363124279244e-06,1.2592525136016824e-05,32,32768,1.0381885719079359e-10,3.8429336962941967e-10,0.0,RMID-32-4096B
93,59,270.6050513609786,290.7587060286666,benchmark,RMID,8192,3324760,20.154s,8192,3324760,3.6562178228934417,2.668637857274376,19.90338394407025,73.68618975269683,RMID,32,8192.0,3324760.0,6061.73,10.811435019375656,20.154,1649694.0,3299388.0,0.06,1649694.0,3299388.0,56.8,57.9,1.1000000000000014,random,2026-02-12,16:47:33,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-32/RMID-32-8192-3324760-random-20260212_164346.log,,20.153654667687988,6.061687059423233e-06,6.0617299999999995e-06,32,5.986412235490757e-06,2.216285980121778e-05,32,65536,9.134540154252254e-11,3.381784027285428e-10,1.1000000000000014,RMID-32-8192B
94,65,298.77150740736914,318.645814826992,benchmark,RMID,16384,1777891,19.874s,16384,1777891,3.6508678503864975,2.6695464332624086,19.503127408527977,72.55851389414285,RMID,32,16384.0,1777891.0,11178.64,11.725218810159376,19.874,894563.0,1789126.0,0.11,894563.0,1789126.0,56.2,57.9,1.6999999999999957,random,2026-02-12,16:48:02,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-32/RMID-32-16384-1777891-random-20260212_164346.log,,19.87430741962288,1.1178585987342802e-05,1.117864e-05,32,1.0969810527489018e-05,4.0811564878917126e-05,32,131072,8.369301244727339e-11,3.113675298989649e-10,1.6999999999999957,RMID-32-16384B
95,69,326.6589234057473,346.7552340635686,benchmark,RMID,32768,924946,20.096s,32768,924946,3.656886931038132,2.6674657424780097,19.883743980023123,73.4899642099571,RMID,32,32768.0,924946.0,21727.17,12.06526206588341,20.096,460253.0,920506.0,0.22,460253.0,920506.0,57.3,56.2,-1.0999999999999943,random,2026-02-12,16:48:29,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-32/RMID-32-32768-924946-random-20260212_164346.log,,20.096310657821277,2.1727009639288432e-05,2.172717e-05,32,2.1497194409212132e-05,7.945324830850352e-05,32,262144,8.200528873143056e-11,3.0309008906747253e-10,-1.0999999999999943,RMID-32-32768B
96,73,354.7689570424297,374.8602500993876,benchmark,RMID,65536,470293,20.091s,65536,470293,3.687606289103633,2.66615195941213,20.522370656219103,74.08881100715075,RMID,32,65536.0,470293.0,42721.14,12.272331684032777,20.091,234076.0,468152.0,0.43,234076.0,468152.0,56.8,58.4,1.6000000000000014,random,2026-02-12,16:48:58,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-32/RMID-32-65536-470293-random-20260212_164346.log,,20.09129305695791,4.2720799707752206e-05,4.272114e-05,32,4.363741466749261e-05,0.0001575375585159693,32,524288,8.323176320551417e-11,3.0047904685205327e-10,1.6000000000000014,RMID-32-65536B
97,77,382.8743826783192,403.0225077450557,benchmark,RMID,131072,234916,20.148s,131072,234916,3.7511518263974057,2.6680678928076995,21.822152180021206,75.57871777085484,RMID,32,131072.0,234916.0,85767.7,12.225767975589878,20.148,116594.0,233188.0,0.86,116594.0,233188.0,57.3,57.9,0.6000000000000014,random,2026-02-12,16:49:26,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-32/RMID-32-131072-234916-random-20260212_164346.log,,20.148125066736498,8.57673596806369e-05,8.57677e-05,32,9.2893426501478e-05,0.0003217265651162749,32,1048576,8.859007501743125e-11,3.0682236205699433e-10,0.6000000000000014,RMID-32-131072B
98,81,411.0378691241987,430.9927653576879,benchmark,RMID,262144,117656,19.955s,262144,117656,3.742382663776747,2.665395856445392,21.491203460593756,74.6789011971336,RMID,32,262144.0,117656.0,169604.2,12.36497681071577,19.955,58960.0,117921.0,1.70,58960.0,117921.0,57.9,57.9,0.0,random,2026-02-12,16:49:54,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-32/RMID-32-262144-117656-random-20260212_164346.log,,19.954896233489194,0.00016960372810132245,0.0001696042,32,0.0001826613471526633,0.0006347224212716189,32,2097152,8.709971768983045e-11,3.026592356069655e-10,0.0,RMID-32-262144B
99,85,439.01058433725376,459.0250773809972,benchmark,RMID,524288,58793,20.014s,524288,58793,3.7434713423665307,2.670473693438867,21.475546485642667,74.92372364647464,RMID,32,524288.0,58793.0,340424.03,12.320822357928138,20.015,29375.0,58750.0,3.40,29375.0,58750.0,56.8,58.4,1.6000000000000014,random,2026-02-12,16:50:22,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-32/RMID-32-524288-58793-random-20260212_164346.log,,20.014493043743414,0.0003404230613124592,0.00034042403,32,0.0003652738673931024,0.001274364697267951,32,4194304,8.708807644679603e-11,3.038322203798177e-10,1.6000000000000014,RMID-32-524288B
100,89,467.0477091613912,487.04264380176943,benchmark,RMID,1048576,29355,19.995s,1048576,29355,3.790188618583629,2.6711435488521316,22.375258575855568,75.78459925022189,RMID,32,1048576.0,29355.0,681146.08,12.315431661883748,19.995,14681.0,29362.0,6.81,14681.0,29362.0,57.3,58.4,1.1000000000000014,random,2026-02-12,16:50:50,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-32/RMID-32-1048576-29355-random-20260212_164346.log,,19.994934640378233,0.0006811423825712223,0.00068114608,32,0.0007622298952769739,0.002581658976331865,32,8388608,9.086488429033445e-11,3.077577324309188e-10,1.1000000000000014,RMID-32-1048576B
101,93,495.0753107838901,515.0672758237573,benchmark,RMID,2097152,14577,19.992s,2097152,14577,3.8254718183453793,2.67393946315864,23.021452578156623,76.47875684434553,RMID,32,2097152.0,14577.0,1371472.82,12.232991974277697,19.992,7291.0,14582.0,13.71,10000.0,14582.0,57.3,58.4,1.1000000000000014,random,2026-02-12,16:51:18,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-32/RMID-32-2097152-14577-random-20260212_164346.log,,19.99196503986724,0.001371473213958101,0.00137147282,32,0.0015792997583972438,0.005246536107864823,32,16777216,9.413360109312795e-11,3.127179210105433e-10,1.1000000000000014,RMID-32-2097152B
102,20,47.72823915059181,67.2300155260869,benchmark,RMID,32,15895471,19.502s,32,15895471,3.659360971980574,2.812047201301904,16.52417058133317,71.36408625845971,RMID,64,32.0,15895471.0,1226.88,0.20865936358894105,19.502,8150756.0,16301512.0,0.01,8150756.0,16301512.0,56.8,56.8,0.0,random,2026-02-12,16:54:44,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-64/RMID-64-32-15895471-random-20260212_165437.log,,19.50177637549509,1.2268762829044254e-06,1.2268800000000001e-06,64,1.0395521203072982e-06,4.48958613799237e-06,64,256,4.0607504699503835e-09,1.7537445851532694e-08,0.0,RMID-64-32B
103,23,75.24271459515134,94.74080456997056,benchmark,RMID,64,15914443,19.498s,64,15914443,3.663946068401485,2.6567123894707514,19.639171679486378,71.43998888660406,RMID,64,64.0,15914443.0,1225.19,0.41789436740423935,19.498,8161999.0,16323998.0,0.01,8161999.0,16323998.0,55.6,57.9,2.299999999999997,random,2026-02-12,16:55:11,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-64/RMID-64-64-15914443-random-20260212_165437.log,,19.498089974819223,1.2251820547423006e-06,1.22519e-06,64,1.2340470652655816e-06,4.4890034094566834e-06,64,512,2.410248174346839e-09,8.767584784095085e-09,2.299999999999997,RMID-64-64B
104,26,102.7530940389599,122.24985281353504,benchmark,RMID,128,15880325,19.497s,128,15880325,3.6617885488476416,2.6573729126703283,19.58288041003901,71.39303906246255,RMID,64,128.0,15880325.0,1227.74,0.834052812484728,19.497,8145046.0,16290093.0,0.01,8145046.0,16290093.0,56.8,57.3,0.5,random,2026-02-12,16:55:39,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-64/RMID-64-128-15880325-random-20260212_165437.log,,19.49675877457514,1.2277304636130017e-06,1.22774e-06,64,1.2331536294149527e-06,4.495691307480329e-06,64,1024,1.2042515912255397e-09,4.390323542461258e-09,0.5,RMID-64-128B
105,29,130.2621422825244,149.79945146453414,benchmark,RMID,256,15780711,19.537s,256,15780711,3.669708075144031,2.658340796678923,19.759441483380606,71.69626753924686,RMID,64,256.0,15780711.0,1238.06,1.6542009272571605,19.537,8077152.0,16154305.0,0.01,8077152.0,16154305.0,56.8,57.3,0.5,random,2026-02-12,16:56:06,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-64/RMID-64-256-15780711-random-20260212_165437.log,,19.53730918200975,1.2380499954666017e-06,1.23806e-06,64,1.2521261864171143e-06,4.543284997694138e-06,64,2048,6.113897394614816e-10,2.218400877780341e-09,0.5,RMID-64-256B
106,32,157.8116385335047,177.30163890684076,benchmark,RMID,512,15569654,19.490s,512,15569654,3.6808604139144587,2.658878159686103,19.91845644931407,71.73999277425136,RMID,64,512.0,15569654.0,1251.81,3.2720620541455974,19.490,7988432.0,15976865.0,0.01,7988432.0,15976865.0,56.8,57.3,0.5,random,2026-02-12,16:56:34,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-64/RMID-64-512-15569654-random-20260212_165437.log,,19.490000373336073,1.2517940587077963e-06,1.2518099999999999e-06,64,1.2793127226407262e-06,4.607680605763709e-06,64,4096,3.1233220767595854e-10,1.1249220228915306e-09,0.5,RMID-64-512B
107,35,185.31413317586765,204.8113015505179,benchmark,RMID,1024,14178363,19.497s,1024,14178363,3.6833970217754786,2.6621546507415292,19.911364902323538,71.81584236718938,RMID,64,1024.0,14178363.0,1375.15,5.957168308911755,19.497,7271933.0,14543867.0,0.01,7271933.0,14543867.0,57.3,57.3,0.0,random,2026-02-12,16:57:01,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-64/RMID-64-1024-14178363-random-20260212_165437.log,,19.497168374650244,1.3751353646856301e-06,1.37515e-06,64,1.4043486474654046e-06,5.065171653962405e-06,64,8192,1.7142927825505427e-10,6.183070866653327e-10,0.0,RMID-64-1024B
108,38,212.82348861948847,232.3913130070929,benchmark,RMID,2048,11870563,19.568s,2048,11870563,3.6867858838352867,2.664456398050389,20.00481603387047,72.14243091934951,RMID,64,2048.0,11870563.0,1648.44,9.939093931231952,19.568,6066341.0,12132683.0,0.02,6066341.0,12132683.0,56.8,57.3,0.5,random,2026-02-12,16:57:29,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-64/RMID-64-2048-11870563-random-20260212_165437.log,,19.567824387604418,1.6484327144049038e-06,1.64844e-06,64,1.6852457658386101e-06,6.077422858490326e-06,64,16384,1.0285923863761048e-10,3.709364537652787e-10,0.5,RMID-64-2048B
109,41,240.40360247608223,259.99764126849294,benchmark,RMID,4096,8919452,19.594s,4096,8919452,3.6749944004289747,2.6658057804355346,19.774101236348002,72.00800311123457,RMID,64,4096.0,8919452.0,2196.8,14.916241806263654,19.594,4552075.0,9104151.0,0.02,4552075.0,9104151.0,56.8,57.9,1.1000000000000014,random,2026-02-12,16:57:56,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-64/RMID-64-4096-8919452-random-20260212_165437.log,,19.594038792410714,2.1967760791145816e-06,2.1968000000000003e-06,64,2.216963691978835e-06,8.073142062004994e-06,64,32768,6.765636267025253e-11,2.46372743591461e-10,1.1000000000000014,RMID-64-4096B
110,44,268.01003313750107,287.753166357247,benchmark,RMID,8192,5993748,19.743s,8192,5993748,3.679398493267306,2.662170639932673,20.083312868419572,72.64290246630657,RMID,64,8192.0,5993748.0,3293.97,19.895748898745282,19.743,3035850.0,6071700.0,0.03,3035850.0,6071700.0,56.8,57.9,1.1000000000000014,random,2026-02-12,16:58:24,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-64/RMID-64-8192-5993748-random-20260212_165437.log,,19.743133219745914,3.293954503884033e-06,3.2939699999999997e-06,64,3.3507102514853096e-06,1.2119779220999376e-05,64,65536,5.112778093697067e-11,1.8493315461730005e-10,1.1000000000000014,RMID-64-8192B
111,47,295.7653534262176,315.5345986507509,benchmark,RMID,16384,3603227,19.769s,16384,3603227,3.66952484260782,2.6628553057668403,19.901129682263424,72.5437692194178,RMID,64,16384.0,3603227.0,5486.57,23.889606803522057,19.769,1822632.0,3645264.0,0.05,1822632.0,3645264.0,57.3,57.9,0.6000000000000014,random,2026-02-12,16:58:52,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-64/RMID-64-16384-3603227-random-20260212_165437.log,,19.769245224533336,5.486538934275674e-06,5.48657e-06,64,5.523140696454435e-06,2.0133000007886763e-05,64,131072,4.213821942485378e-11,1.5360260015782748e-10,0.6000000000000014,RMID-64-16384B
112,50,323.547912119928,343.4207861634609,benchmark,RMID,32768,2005129,19.873s,32768,2005129,3.678291849218894,2.6634875338655877,20.167112996962196,73.09826527399301,RMID,64,32768.0,2005129.0,9911.11,26.449509691649066,19.873,1008968.0,2017937.0,0.10,1008968.0,2017937.0,57.3,57.9,0.6000000000000014,random,2026-02-12,16:59:19,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-64/RMID-64-32768-2005129-random-20260212_165437.log,,19.872874043532875,9.911020210436772e-06,9.911110000000001e-06,64,1.0057763364333264e-05,3.645564214272149e-05,64,262144,3.8367322404225404e-11,1.390672383984432e-10,0.6000000000000014,RMID-64-32768B
113,53,351.4339972326192,371.2590504673845,benchmark,RMID,65536,1058269,19.825s,65536,1058269,3.733774146588582,2.6646215781155034,21.196053342416484,74.02231797906059,RMID,64,65536.0,1058269.0,18733.57,27.986550347851477,19.825,533801.0,1067602.0,0.19,533801.0,1067602.0,57.3,58.4,1.1000000000000014,random,2026-02-12,16:59:47,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RMID-64/RMID-64-65536-1058269-random-20260212_165437.log,,19.825053234765278,1.8733472524249768e-05,1.873357e-05,64,2.0028984447637116e-05,6.994659956878694e-05,64,524288,3.820225610282348e-11,1.3341255105740917e-10,1.1000000000000014,RMID-64-65536B
