id,t_start,t_end,mode,algo,msgsize,itertot,comment
1,17.140022299202055,17.140739099331665,idle,ALG,0B,0k,none
2,17.163983903534714,17.164905503701355,idle,ALG,0B,0k,none
3,17.243958317995425,17.34932793704801,idle,ALG,0B,0k,none
4,17.3584415386959,17.361615939269885,idle,ALG,0B,0k,none
5,18.766851393359904,18.77750099528553,idle,ALG,0B,0k,none
6,18.78815059721116,33.96076134067237,warmup,ALG,0B,0k,15.173s
7,35.87256968635923,35.87359368654438,idle,ALG,0B,0k,none
8,38.810835817646776,38.81196221785044,idle,ALG,0B,0k,none
9,39.37956552048259,39.38079432070478,idle,ALG,0B,0k,none
10,40.81162977942371,40.8213577811827,idle,ALG,0B,0k,none
11,42.82102534275596,61.3680238963628,benchmark,RMID,32,29692092,18.547s
12,67.37142978187877,67.38136258367479,idle,ALG,0B,0k,none
13,69.38103014524805,88.2850975634189,benchmark,RMID,64,27656396,18.904s
14,92.28791428719497,92.2888358873616,idle,ALG,0B,0k,none
15,94.28850344893486,94.29802665065682,idle,ALG,0B,0k,none
16,96.2977966122486,115.33406245432312,benchmark,RMID,128,23380327,19.036s
17,117.33352521585935,117.33731401654444,idle,ALG,0B,0k,none
18,119.33698157811772,119.33790317828436,idle,ALG,0B,0k,none
19,121.3375707398576,121.34750354165364,idle,ALG,0B,0k,none
20,123.3471711032269,142.62673938929456,benchmark,RMID,256,18291065,19.280s
21,146.62976091310767,146.63058011325575,idle,ALG,0B,0k,none
22,148.63035007484757,148.63966847653248,idle,ALG,0B,0k,none
23,150.63933603810577,170.1825843718512,benchmark,RMID,512,12828654,19.543s
24,172.1820471333874,172.18614313412803,idle,ALG,0B,0k,none
25,174.18529869560874,174.1861178957569,idle,ALG,0B,0k,none
26,176.18578545733013,176.19520625903357,idle,ALG,0B,0k,none
27,178.19487382060683,197.8625381768488,benchmark,RMID,1024,8172572,19.668s
28,199.86200093838497,199.86578973907004,idle,ALG,0B,0k,none
29,200.83121711363543,200.8322411138206,idle,ALG,0B,0k,none
30,200.83531311437605,200.8375659147834,idle,ALG,0B,0k,none
31,201.8652525006063,201.86627650079143,idle,ALG,0B,0k,none
32,205.87544202571547,225.62420719662177,benchmark,RMID,2048,4713290,19.749s
33,227.6229531580284,227.62643475865792,idle,ALG,0B,0k,none
34,229.6262047202497,229.62702392039785,idle,ALG,0B,0k,none
35,231.6266914819711,231.6365218837486,idle,ALG,0B,0k,none
36,233.63618944532183,253.47660263279965,benchmark,RMID,4096,2540492,19.840s
37,255.47606539433588,255.47975179500244,idle,ALG,0B,0k,none
38,257.4794193565757,257.48023855672386,idle,ALG,0B,0k,none
39,259.4800085183156,259.4898389200931,idle,ALG,0B,0k,none
40,260.83076716255533,260.831688762722,idle,ALG,0B,0k,none
41,261.4896088816849,281.50010849991713,benchmark,RMID,8192,1315644,20.010s
42,283.4994688614349,283.5031552621014,idle,ALG,0B,0k,none
43,285.50292522369324,285.50374442384134,idle,ALG,0B,0k,none
44,287.50341198541463,287.5133447872106,idle,ALG,0B,0k,none
45,289.5130123487839,309.5739951761444,benchmark,RMID,16384,662518,20.061s
46,311.5734579376806,311.5773491383842,idle,ALG,0B,0k,none
47,313.5770166999574,313.5778359001056,idle,ALG,0B,0k,none
48,315.5776058616973,315.5877434635304,idle,ALG,0B,0k,none
49,317.58730862508514,337.48035542208,benchmark,RMID,32768,332716,19.893s
50,339.4798181836162,339.48381178433834,idle,ALG,0B,0k,none
51,341.48327454587456,341.4841961460412,idle,ALG,0B,0k,none
52,343.48386370761443,343.49420610948454,idle,ALG,0B,0k,none
53,345.4938736710578,365.4833812854944,benchmark,RMID,65536,167325,19.990s
54,367.4828440470306,367.4863256476601,idle,ALG,0B,0k,none
55,369.4860956092519,369.4869148094001,idle,ALG,0B,0k,none
56,371.4866847709918,371.4977439729915,idle,ALG,0B,0k,none
57,373.4974115345648,393.5123143535932,benchmark,RMID,131072,83032,20.015s
58,395.5117771151294,395.5155659158145,idle,ALG,0B,0k,none
59,399.5158226391277,399.5281106413496,idle,ALG,0B,0k,none
60,401.5277782029228,421.4188793995658,benchmark,RMID,262144,41675,19.891s
61,425.4215937233234,425.42251532349,idle,ALG,0B,0k,none
62,427.4221828850633,427.43723568778506,idle,ALG,0B,0k,none
63,429.4369032493584,449.8366253379685,benchmark,RMID,524288,20958,20.400s
64,451.8360880995048,451.8398769001898,idle,ALG,0B,0k,none
65,453.8396468617816,453.84046606192976,idle,ALG,0B,0k,none
66,455.840133623503,455.8606136272061,idle,ALG,0B,0k,none
67,457.8602811887794,477.5954271572231,benchmark,RMID,1048576,10287,19.735s
68,479.59488991875935,479.59878111946296,idle,ALG,0B,0k,none
69,481.5984486810362,481.5993702812029,idle,ALG,0B,0k,none
70,483.5990378427761,483.6300650483864,idle,ALG,0B,0k,none
71,485.6297326099596,523.9941043468782,benchmark,RMID,2097152,10000,38.364s
72,525.993464708396,525.997253509081,idle,ALG,0B,0k,none
73,527.9967162706173,528.0000954712283,idle,ALG,0B,0k,none
