ALGONAME,ALGOSIZE,VECLENBYTES,ITERATIONSTOTAL,AVGTIMEPERITERATIONNSEC,THROUGHPUT_Gbitpersec,RUNTIME_SEC,ITERATIONS_10SEC,ITERATIONS_20SEC,TIMEsec_10kITER,MINITERNEEDED_10sOR10k,MINITERNEEDED_20sOR10k,STARTTEMP,ENDTEMP,TEMPCHANGE,INPUTDATATYPE,DATE,TIME,FILENAME,NOTE
RSID,32,32,120503705,123.84,2.0671834625323,14.923,80749354,161498708,0.00,80749354,161498708,55.6,55.6,0.0,random,2026-02-12,14:42:16,RSID-32/RSID-32-32-120503705-random-20260212_144209.log,
RSID,32,64,65218809,278.08,1.8411967779056386,18.136,35960874,71921749,0.00,35960874,71921749,54.5,56.2,1.7000000000000028,random,2026-02-12,14:42:39,RSID-32/RSID-32-64-65218809-random-20260212_144209.log,
RSID,32,128,37360830,574.25,1.783195472355246,21.454,17414018,34828036,0.01,17414018,34828036,55.1,55.6,0.5,random,2026-02-12,14:43:05,RSID-32/RSID-32-128-37360830-random-20260212_144209.log,
RSID,32,256,16754768,1211.68,1.6902152383467581,20.301,8253004,16506008,0.01,8253004,16506008,55.1,55.1,0.0,random,2026-02-12,14:43:34,RSID-32/RSID-32-256-16754768-random-20260212_144209.log,
RSID,32,512,7165633,2762.51,1.4827095648522537,19.795,3619896,7239792,0.03,3619896,7239792,55.1,55.1,0.0,random,2026-02-12,14:44:02,RSID-32/RSID-32-512-7165633-random-20260212_144209.log,
RSID,32,1024,3349606,6169.64,1.3277922212641255,20.666,1620840,3241680,0.06,1620840,3241680,55.1,54.5,-0.6000000000000014,random,2026-02-12,14:44:30,RSID-32/RSID-32-1024-3349606-random-20260212_144209.log,
RSID,32,2048,1481614,11687.41,1.4018503671899933,17.316,855621,1711243,0.12,855621,1711243,55.1,55.1,0.0,random,2026-02-12,14:44:59,RSID-32/RSID-32-2048-1481614-random-20260212_144209.log,
RSID,32,4096,601096,30760.87,1.0652494549081348,18.490,325088,650176,0.31,325088,650176,55.1,55.1,0.0,random,2026-02-12,14:45:24,RSID-32/RSID-32-4096-601096-random-20260212_144209.log,
RSID,32,8192,258892,75878.47,0.8636969090178018,19.644,131789,263579,0.76,131789,263579,54.5,55.6,1.1000000000000014,random,2026-02-12,14:45:51,RSID-32/RSID-32-8192-258892-random-20260212_144209.log,
RSID,32,16384,112167,176759.92,0.7415255675607908,19.827,56573,113147,1.77,56573,113147,54.5,55.1,0.6000000000000014,random,2026-02-12,14:46:18,RSID-32/RSID-32-16384-112167-random-20260212_144209.log,
RSID,32,32768,52202,382697.97,0.6849892618975743,19.978,26130,52260,3.83,26130,52260,55.1,54.5,-0.6000000000000014,random,2026-02-12,14:46:46,RSID-32/RSID-32-32768-52202-random-20260212_144209.log,
RSID,32,65536,24895,801508.32,0.6541267095019052,19.954,12476,24952,8.02,12476,24952,55.1,55.6,0.5,random,2026-02-12,14:47:14,RSID-32/RSID-32-65536-24895-random-20260212_144209.log,
RSID,32,131072,12157,1646807.9,0.6367324324834731,20.020,6072,12144,16.47,10000,12144,54.5,55.6,1.1000000000000014,random,2026-02-12,14:47:42,RSID-32/RSID-32-131072-12157-random-20260212_144209.log,
RSID,32,262144,10000,3352270.05,0.6255916047097698,33.523,2983,5966,33.52,10000,10000,55.1,55.6,0.5,random,2026-02-12,14:48:10,RSID-32/RSID-32-262144-10000-random-20260212_144209.log,
RSID,32,524288,10000,6795419.57,0.6172251701008654,67.954,1471,2943,67.95,10000,10000,54.5,55.1,0.6000000000000014,random,2026-02-12,14:48:52,RSID-32/RSID-32-524288-10000-random-20260212_144209.log,
RSID,32,1048576,10000,13698524.36,0.6123731125737109,136.985,730,1460,136.99,10000,10000,55.1,55.6,0.5,random,2026-02-12,14:50:08,RSID-32/RSID-32-1048576-10000-random-20260212_144209.log,
RSID,32,2097152,10000,27627114.17,0.6072735609214734,276.271,361,723,276.27,10000,10000,56.2,56.2,0.0,random,2026-02-12,14:52:33,RSID-32/RSID-32-2097152-10000-random-20260212_144209.log,
