id,t_start,t_end,mode,algo,msgsize,itertot,comment
1,29.59728991727179,29.598006717356974,idle,ALG,0B,0k,none
2,29.61828191976643,29.619408319900288,idle,ALG,0B,0k,none
3,30.94692207765888,30.95286127836468,idle,ALG,0B,0k,none
4,30.988086882550807,30.98952048272117,idle,ALG,0B,0k,none
5,30.9907492828672,46.03566627076948,warmup,ALG,0B,0k,15.045s
6,51.04865886650164,51.04958046661116,idle,ALG,0B,0k,none
7,53.0492479042469,53.055699105013545,idle,ALG,0B,0k,none
8,55.13923215261568,72.68045663717322,benchmark,RSID,32,53330489,17.541s
9,74.67991927478462,74.68370807523488,idle,ALG,0B,0k,none
10,76.68337551287061,76.68419471296797,idle,ALG,0B,0k,none
11,78.6838621506037,78.69318055171108,idle,ALG,0B,0k,none
12,80.69295038935898,99.62405023908605,benchmark,RSID,64,29330243,18.931s
13,101.62351287669745,101.62699447711118,idle,ALG,0B,0k,none
14,103.62666191474692,103.62758351485644,idle,ALG,0B,0k,none
15,103.90181074744496,103.90242514751796,idle,ALG,0B,0k,none
16,105.62725095249218,105.6364669535874,idle,ALG,0B,0k,none
17,107.63613439122312,127.18706151460896,benchmark,RSID,128,15229276,19.551s
18,129.18652415222036,129.19021055265844,idle,ALG,0B,0k,none
19,133.19046702803945,133.19978542914683,idle,ALG,0B,0k,none
20,135.19955526679473,154.88585520626796,benchmark,RSID,256,7795265,19.686s
21,156.88531784387936,156.88900424431745,idle,ALG,0B,0k,none
22,160.88905591967412,160.89857912080583,idle,ALG,0B,0k,none
23,162.89834895845374,182.78473852170515,benchmark,RSID,512,3947396,19.886s
24,184.78420115931647,184.7876827597303,idle,ALG,0B,0k,none
25,185.38016923014,185.3810908302495,idle,ALG,0B,0k,none
26,186.7874525973782,186.7883741974877,idle,ALG,0B,0k,none
27,188.78804163512345,188.797462436243,idle,ALG,0B,0k,none
28,190.7971298738788,210.72468424202208,benchmark,RSID,1024,1978315,19.928s
29,212.72414687963348,212.7277308800594,idle,ALG,0B,0k,none
30,214.7275007177073,214.72831991780464,idle,ALG,0B,0k,none
31,216.7279873554404,216.7375105565721,idle,ALG,0B,0k,none
32,218.73717799420783,238.7237147693605,benchmark,RSID,2048,994002,19.987s
33,240.7231774069719,240.72676140739785,idle,ALG,0B,0k,none
34,242.72642884503355,242.7272480451309,idle,ALG,0B,0k,none
35,246.736003721522,266.74988129992374,benchmark,RSID,4096,497531,20.014s
36,268.7493439375351,268.7527231379367,idle,ALG,0B,0k,none
37,270.75249297558463,270.753312175682,idle,ALG,0B,0k,none
38,272.75308201332984,272.7627076144737,idle,ALG,0B,0k,none
39,274.76237505210946,294.75454382793146,benchmark,RSID,8192,248631,19.992s
40,296.754108865555,296.7577952659931,idle,ALG,0B,0k,none
41,298.757565103641,298.75838430373835,idle,ALG,0B,0k,none
42,300.7581541413863,300.7679845425545,idle,ALG,0B,0k,none
43,302.76765198019024,322.7567487556471,benchmark,RSID,16384,124287,19.989s
44,324.7563137932707,324.75979539368444,idle,ALG,0B,0k,none
45,326.7595652313323,326.7603844314297,idle,ALG,0B,0k,none
46,328.7601542690776,328.770087070258,idle,ALG,0B,0k,none
47,330.76965210788154,350.7594656834236,benchmark,RSID,32768,62160,19.990s
48,352.7590307210472,352.76261472147314,idle,ALG,0B,0k,none
49,354.76228215910885,354.7632037592184,idle,ALG,0B,0k,none
50,356.7628711968541,356.77331599809537,idle,ALG,0B,0k,none
51,358.77277863570674,378.7737538125753,benchmark,RSID,65536,31073,20.001s
52,380.7733188501988,380.7769028506247,idle,ALG,0B,0k,none
53,382.77667268827264,382.77749188837,idle,ALG,0B,0k,none
54,384.77715932600574,384.78842332734433,idle,ALG,0B,0k,none
55,386.7879883649679,406.7872227416295,benchmark,RSID,131072,15535,19.999s
56,408.7868901792653,408.790371779679,idle,ALG,0B,0k,none
57,412.79062825506,412.8032234565568,idle,ALG,0B,0k,none
58,414.8029932942047,440.5581323548844,benchmark,RSID,262144,10000,25.755s
59,442.55759499249575,442.5612813929338,idle,ALG,0B,0k,none
60,444.5609488305696,444.5617680306669,idle,ALG,0B,0k,none
61,446.5615378683149,446.5766930701159,idle,ALG,0B,0k,none
62,448.57646290776376,500.10988343187336,benchmark,RSID,524288,10000,51.533s
63,502.10934606948473,502.1130324699228,idle,ALG,0B,0k,none
64,504.1128023075708,504.1136215076681,idle,ALG,0B,0k,none
65,506.1132889453038,506.1343833478106,idle,ALG,0B,0k,none
66,508.13415318545856,611.1985366333856,benchmark,RSID,1048576,10000,103.064s
67,613.1978968709849,613.2017880714473,idle,ALG,0B,0k,none
68,615.201455509083,615.2023771091925,idle,ALG,0B,0k,none
69,617.2020445468282,617.235222150771,idle,ALG,0B,0k,none
70,619.2349919884189,825.3883348871937,benchmark,RSID,2097152,10000,206.153s
71,825.9978197596233,826.0813781695532,idle,ALG,0B,0k,none
72,827.387797524805,827.391995925304,idle,ALG,0B,0k,none
73,828.7658968885751,828.8496600985293,idle,ALG,0B,0k,none
74,829.3913561629032,829.3947353633048,idle,ALG,0B,0k,none
