id,t_start,t_end,mode,algo,msgsize,itertot,comment
1,24.89774541578207,24.89846221591496,idle,ALG,0B,0k,none
2,24.918737419673764,24.91965901984462,idle,ALG,0B,0k,none
3,25.002807835259546,25.09568465247793,idle,ALG,0B,0k,none
4,25.104798254167505,25.399300708765185,idle,ALG,0B,0k,none
5,25.40093910906893,25.452753518674776,idle,ALG,0B,0k,none
6,25.49760472698972,25.595806345195275,idle,ALG,0B,0k,none
7,25.60512474692281,25.60829914751131,idle,ALG,0B,0k,none
8,26.96059379821262,26.97134580020593,idle,ALG,0B,0k,none
9,26.98189300216127,41.93846999290674,warmup,ALG,0B,0k,14.956s
10,43.53372967069899,43.534637843307664,idle,ALG,0B,0k,none
11,46.814319078886015,46.81544547909484,idle,ALG,0B,0k,none
12,47.00160871360756,47.00273511381638,idle,ALG,0B,0k,none
13,49.00230028451489,49.01161868624242,idle,ALG,0B,0k,none
14,51.01108145692194,70.59129628688936,benchmark,SHA256ID,32,4636079,19.580s
15,72.27219259850999,72.27444539892763,idle,ALG,0B,0k,none
16,72.59096385760685,72.59475265830925,idle,ALG,0B,0k,none
17,74.59442022902674,74.59523942917862,idle,ALG,0B,0k,none
18,76.59500939991509,76.60463500169958,idle,ALG,0B,0k,none
19,78.6040977723791,98.8271799215274,benchmark,SHA256ID,64,4626160,20.223s
20,100.82664269220692,100.83053389292832,idle,ALG,0B,0k,none
21,102.83030386366478,102.83112306381666,idle,ALG,0B,0k,none
22,104.83089303455311,104.84041623631865,idle,ALG,0B,0k,none
23,106.83977660697916,126.67373868398867,benchmark,SHA256ID,128,4539955,19.834s
24,130.6767602261071,130.67768182627793,idle,ALG,0B,0k,none
25,132.26723732096494,132.26815892113578,idle,ALG,0B,0k,none
26,132.27133332172428,132.27348372212293,idle,ALG,0B,0k,none
27,132.67734939699542,132.6868725987609,idle,ALG,0B,0k,none
28,134.68633536944046,154.17879338313867,benchmark,SHA256ID,256,4380163,19.492s
29,156.17835855383717,156.1820449545206,idle,ALG,0B,0k,none
30,158.18181492525707,158.18263412540892,idle,ALG,0B,0k,none
31,162.19139006859044,181.64708647547343,benchmark,SHA256ID,512,4182507,19.456s
32,183.646651646172,183.6502356468364,idle,ALG,0B,0k,none
33,185.65000561757284,185.65082481772475,idle,ALG,0B,0k,none
34,187.6505947884612,187.6601179902267,idle,ALG,0B,0k,none
35,189.6596831609252,209.0244483509505,benchmark,SHA256ID,1024,3918395,19.365s
36,211.02391112163,211.02841672246527,idle,ALG,0B,0k,none
37,213.0274698930689,213.02839149323967,idle,ALG,0B,0k,none
38,215.02795666393828,215.0376846657417,idle,ALG,0B,0k,none
39,217.0371474364213,236.5876662608833,benchmark,SHA256ID,2048,3343464,19.551s
40,240.5907902030208,240.5917118031916,idle,ALG,0B,0k,none
41,242.5913793739091,242.60049297559863,idle,ALG,0B,0k,none
42,244.6000581462972,263.7851113030057,benchmark,SHA256ID,4096,2773348,19.185s
43,265.78457407368523,265.78836287438764,idle,ALG,0B,0k,none
44,267.7880304451051,267.788747245238,idle,ALG,0B,0k,none
45,269.7885172159745,269.79804041774,idle,ALG,0B,0k,none
46,271.7976055884385,291.37372441764654,benchmark,SHA256ID,8192,2026375,19.576s
47,293.3731871883261,293.3771807890665,idle,ALG,0B,0k,none
