id,t_start,t_end,mode,algo,msgsize,itertot,comment
1,25.10541312700868,25.10612992715506,idle,ALG,0B,0k,none
2,25.12630273127473,25.12712193144203,idle,ALG,0B,0k,none
3,25.20238594681239,25.306321968038127,idle,ALG,0B,0k,none
4,25.315640369941125,25.318712370568488,idle,ALG,0B,0k,none
5,26.643768641170485,26.654623043387165,idle,ALG,0B,0k,none
6,26.665272645562016,41.67220051026559,warmup,ALG,0B,0k,15.007s
7,41.68285011244045,41.68643411317237,idle,ALG,0B,0k,none
8,46.68529593403618,46.68611513420348,idle,ALG,0B,0k,none
9,48.68588514259502,48.69551074456075,idle,ALG,0B,0k,none
10,50.69517835293137,57.49648534188919,benchmark,PMHID,32,431965442,6.801s
11,59.496050550238905,59.49953215094991,idle,ALG,0B,0k,none
12,61.49930215934145,61.500121359508746,idle,ALG,0B,0k,none
13,63.49989136790028,63.50920976980328,idle,ALG,0B,0k,none
14,65.50897977819481,73.75074786132252,benchmark,PMHID,64,386922035,8.242s
15,75.54807302837092,75.54889222853821,idle,ALG,0B,0k,none
16,75.55206662918648,75.55411462960473,idle,ALG,0B,0k,none
17,75.75031306967223,75.75379467038324,idle,ALG,0B,0k,none
18,77.75356467877477,77.75428147892116,idle,ALG,0B,0k,none
19,81.76293509756539,92.7855805486018,benchmark,PMHID,128,258799171,11.023s
20,94.7850433569306,94.78862735766252,idle,ALG,0B,0k,none
21,96.78849976607496,96.78921656622134,idle,ALG,0B,0k,none
22,98.78898657461288,98.79830497651588,idle,ALG,0B,0k,none
23,100.7979725848865,113.77062163415118,benchmark,PMHID,256,212201591,12.973s
24,115.77018684250088,115.77387324325372,idle,ALG,0B,0k,none
25,117.77364325164524,117.77436005179165,idle,ALG,0B,0k,none
26,119.77423246020408,119.7837556621489,idle,ALG,0B,0k,none
27,121.78342327051952,136.76004072903314,benchmark,PMHID,512,162879713,14.977s
28,138.75970833740377,138.7629851380729,idle,ALG,0B,0k,none
29,140.76285754648538,140.7636767466527,idle,ALG,0B,0k,none
30,142.7634467550442,142.77296995698904,idle,ALG,0B,0k,none
31,144.77253516533875,161.79479784161248,benchmark,PMHID,1024,105574324,17.022s
32,163.7944654499831,163.79794705069412,idle,ALG,0B,0k,none
33,165.79771705908567,165.79843385923203,idle,ALG,0B,0k,none
34,167.79830626764448,167.80803426963112,idle,ALG,0B,0k,none
35,169.80759947798083,186.6984829274244,benchmark,PMHID,2048,59844404,16.891s
36,188.69815053579504,188.70183693654783,idle,ALG,0B,0k,none
37,190.7016069449394,190.7024261451067,idle,ALG,0B,0k,none
38,192.70219615349825,192.7119241554849,idle,ALG,0B,0k,none
39,194.7114893638346,213.59087881936932,benchmark,PMHID,4096,34766283,18.879s
40,215.5906488277609,215.594028028451,idle,ALG,0B,0k,none
41,217.5937980368425,217.5945148369889,idle,ALG,0B,0k,none
42,219.59428484538049,219.60391044734612,idle,ALG,0B,0k,none
43,221.6035780557168,240.98687801415983,benchmark,PMHID,8192,18268009,19.383s
44,242.98654562253043,242.98982242319963,idle,ALG,0B,0k,none
45,244.98969483161207,244.9904116317585,idle,ALG,0B,0k,none
46,246.9902840401709,246.9998072421157,idle,ALG,0B,0k,none
47,248.9994748504864,269.0274853405917,benchmark,PMHID,16384,9416062,20.028s
48,271.02705054894136,271.0305321496524,idle,ALG,0B,0k,none
49,273.0303021580439,273.0310189581903,idle,ALG,0B,0k,none
50,275.0308913666028,275.0407217686103,idle,ALG,0B,0k,none
51,277.04028697696003,296.9831006496665,benchmark,PMHID,32768,4802762,19.943s
52,298.9827682580371,298.9862498587481,idle,ALG,0B,0k,none
53,300.98601986713965,300.98683906730696,idle,ALG,0B,0k,none
54,302.9866090756985,302.9967466777688,idle,ALG,0B,0k,none
55,304.99631188611846,324.8998039507947,benchmark,PMHID,65536,2403799,19.903s
56,326.89947155916536,326.9028507598554,idle,ALG,0B,0k,none
57,330.9033123768267,330.91437157908524,idle,ALG,0B,0k,none
58,332.9139367874349,352.8868560662896,benchmark,PMHID,131072,1216545,19.973s
59,354.88652367466017,354.8899028753503,idle,ALG,0B,0k,none
60,356.8895704837209,356.8903896838882,idle,ALG,0B,0k,none
61,358.89026209230065,358.90214049472644,idle,ALG,0B,0k,none
62,360.9017057030762,380.8816905833737,benchmark,PMHID,262144,605424,19.980s
63,382.8813581917443,382.8846349924135,idle,ALG,0B,0k,none
64,384.884507400826,384.88532660099327,idle,ALG,0B,0k,none
65,386.8850966093848,386.89943261231247,idle,ALG,0B,0k,none
66,388.8992026207041,408.88758430271633,benchmark,PMHID,524288,302960,19.988s
67,410.88714951106607,410.89063111177705,idle,ALG,0B,0k,none
68,412.89040112016863,412.8912203203359,idle,ALG,0B,0k,none
69,414.8909903287274,414.91065113274254,idle,ALG,0B,0k,none
70,416.9103187411132,436.9057660245685,benchmark,PMHID,1048576,151471,19.995s
71,438.9053312329182,438.9088128336292,idle,ALG,0B,0k,none
72,440.90858284202073,440.9092996421671,idle,ALG,0B,0k,none
73,442.9091720505795,442.9399944568741,idle,ALG,0B,0k,none
74,444.9396620652447,465.05481497314616,benchmark,PMHID,2097152,75475,20.115s
75,467.05438018149584,467.0581689822696,idle,ALG,0B,0k,none
76,469.0579389906612,469.0617277914349,idle,ALG,0B,0k,none
77,495.5418611991879,495.5426803993552,idle,ALG,0B,0k,none
78,495.5458548000035,495.54790280042175,idle,ALG,0B,0k,none
